"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 01 16:45:02 GMT 2024","Tue Oct 01 16:45:03 GMT 2024","356","step_definitions","test_get_employee_data","","","","test_get_a_single_user_data","/home/runner/work/github-action-with-allure-report/github-action-with-allure-report/tests/features/get_user_data.feature: Get a single user data"
"passed","Tue Oct 01 16:45:02 GMT 2024","Tue Oct 01 16:45:02 GMT 2024","69","step_definitions","test_get_employee_data","","","","test_get_all_user_data","/home/runner/work/github-action-with-allure-report/github-action-with-allure-report/tests/features/get_user_data.feature: Get all user data"
